,sound,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
511,sounds/asr-spanish-v1-carlfm01/audios\01439201-83d9-46d9-b989-0c81d28ee89e.wav,11,2,3.1,3.1,3.5483870967741935,5.140186915887851,0.19454545454545452
512,sounds/asr-spanish-v1-carlfm01/audios\01441658-e5f7-42d9-8794-2a8955fd81fc.wav,9,0,2.19,2.19,4.109589041095891,4.109589041095891,0.24333333333333332
513,sounds/asr-spanish-v1-carlfm01/audios\014419c4-9ab1-4290-a635-c3bd96721fd4.wav,13,1,2.94,2.94,4.421768707482993,5.319148936170213,0.188
514,sounds/asr-spanish-v1-carlfm01/audios\01444a74-5310-4bea-b666-82276ef85e3f.wav,22,0,3.83,3.83,5.7441253263707575,5.7441253263707575,0.1740909090909091
515,sounds/asr-spanish-v1-carlfm01/audios\014488db-f7cf-4d16-85a5-9e405676bf40.wav,18,1,4.15,4.15,4.337349397590361,4.8205677557579,0.20744444444444443
516,sounds/asr-spanish-v1-carlfm01/audios\0145a240-4b6e-4ed7-a5e9-25d15d159bfd.wav,14,1,3.52,3.52,3.977272727272727,4.441624365482233,0.22514285714285714
517,sounds/asr-spanish-v1-carlfm01/audios\014642e8-03f1-4b41-9dab-ae30ff0bc282.wav,27,0,5.36,5.36,5.037313432835821,5.037313432835821,0.19851851851851854
518,sounds/asr-spanish-v1-carlfm01/audios\01465ca9-7616-4e90-92ff-fc32ca14302c.wav,12,0,2.66,2.66,4.511278195488722,4.511278195488722,0.22166666666666668
519,sounds/asr-spanish-v1-carlfm01/audios\0146af88-bb47-4951-9873-0bf927d3cd0a.wav,12,0,2.75,2.75,4.363636363636363,4.363636363636363,0.22916666666666666
520,sounds/asr-spanish-v1-carlfm01/audios\0146e137-5f8e-4654-b92b-46f3940f9afc.wav,17,0,3.52,3.52,4.829545454545454,4.829545454545454,0.20705882352941177
521,sounds/asr-spanish-v1-carlfm01/audios\01473732-5831-40ca-8909-55e713f71246.wav,36,1,7.77,7.77,4.633204633204634,4.916689429117727,0.2033888888888889
522,sounds/asr-spanish-v1-carlfm01/audios\0148661a-44d8-4f4e-8036-cfc8903cb26c.wav,12,0,2.68,2.68,4.477611940298507,4.477611940298507,0.22333333333333336
523,sounds/asr-spanish-v1-carlfm01/audios\0148e73e-1832-4e9c-9fe9-02337310d60e.wav,32,0,5.65,5.65,5.663716814159292,5.663716814159292,0.1765625
524,sounds/asr-spanish-v1-carlfm01/audios\01492862-5a88-44f9-96ad-3871cb4179b6.wav,30,1,6.91,6.91,4.341534008683068,4.654049022649705,0.21486666666666668
525,sounds/asr-spanish-v1-carlfm01/audios\014a2b99-f78b-42d1-801a-3984061efa20.wav,9,0,1.77,1.77,5.084745762711864,5.084745762711864,0.19666666666666666
526,sounds/asr-spanish-v1-carlfm01/audios\014ac024-fd17-42fa-864a-fb51e049ea98.wav,14,0,2.8,2.8,5.0,5.0,0.19999999999999998
527,sounds/asr-spanish-v1-carlfm01/audios\014b620d-b0a4-4e81-86aa-c2bad61aa3e9.wav,42,1,7.75,7.75,5.419354838709677,5.640612409347301,0.17728571428571427
528,sounds/asr-spanish-v1-carlfm01/audios\014baa91-7cb9-4290-84e7-87b861efc604.wav,14,0,2.46,2.46,5.691056910569106,5.691056910569106,0.1757142857142857
529,sounds/asr-spanish-v1-carlfm01/audios\014c3760-fce9-4e32-9995-ce208ac10796.wav,29,0,5.75,5.75,5.043478260869565,5.043478260869565,0.19827586206896552
530,sounds/asr-spanish-v1-carlfm01/audios\014c565f-20ff-4ee5-a0d8-121fafa67875.wav,10,0,1.91,1.91,5.235602094240838,5.235602094240838,0.191
531,sounds/asr-spanish-v1-carlfm01/audios\014c612c-79fe-4481-8c92-27e59f2a2ec4.wav,13,1,3.84,3.84,3.385416666666667,4.002463054187192,0.24984615384615383
532,sounds/asr-spanish-v1-carlfm01/audios\014cee59-a9e5-4b9d-ad43-3cfb37dba119.wav,23,2,5.88,5.88,3.9115646258503403,4.885301614273576,0.20469565217391308
533,sounds/asr-spanish-v1-carlfm01/audios\014d33df-04d4-46c4-9c33-dfbbff0a8727.wav,12,0,2.29,2.29,5.240174672489083,5.240174672489083,0.19083333333333333
534,sounds/asr-spanish-v1-carlfm01/audios\014d7188-cf8e-4752-93c6-2a39f8229455.wav,28,1,5.7,5.7,4.912280701754386,5.219985085756898,0.19157142857142856
535,sounds/asr-spanish-v1-carlfm01/audios\014f6133-ce2c-4009-8f9a-cbcf92596bf2.wav,24,1,4.7,4.7,5.106382978723404,5.602240896358544,0.1785
536,sounds/asr-spanish-v1-carlfm01/audios\015053ea-039e-485c-92e5-e7726c33d574.wav,5,0,1.28,1.28,3.90625,3.90625,0.256
537,sounds/asr-spanish-v1-carlfm01/audios\01519563-4a9d-4097-b54a-d977cc8f5c9b.wav,25,2,5.29,5.29,4.725897920604915,5.5285272003538255,0.18088
538,sounds/asr-spanish-v1-carlfm01/audios\0151ae15-1371-4a67-aad7-d0db9a4fc4bf.wav,25,1,4.75,4.75,5.2631578947368425,5.832944470368643,0.17143999999999998
539,sounds/asr-spanish-v1-carlfm01/audios\0151f079-cc2a-43dd-9cfa-0ed3de656885.wav,8,0,2.08,2.08,3.846153846153846,3.846153846153846,0.26
540,sounds/asr-spanish-v1-carlfm01/audios\01524219-ecae-4db1-842c-be47275ecab4.wav,34,1,6.67,6.67,5.097451274362819,5.408845052497614,0.18488235294117647
541,sounds/asr-spanish-v1-carlfm01/audios\0152e747-198a-4cd6-92ab-b6d4e18d8b77.wav,15,0,3.21,3.21,4.672897196261682,4.672897196261682,0.214
542,sounds/asr-spanish-v1-carlfm01/audios\0155d26d-e900-4c31-9e29-13b52b571f48.wav,9,0,1.86,1.86,4.838709677419355,4.838709677419355,0.20666666666666667
543,sounds/asr-spanish-v1-carlfm01/audios\01568e7c-3fe3-416f-b329-24ea5062006a.wav,18,0,3.31,3.31,5.438066465256798,5.438066465256798,0.18388888888888888
544,sounds/asr-spanish-v1-carlfm01/audios\0157c016-e0b4-43f8-a35d-8ad05fdb351e.wav,16,0,3.01,3.01,5.3156146179401995,5.3156146179401995,0.188125
545,sounds/asr-spanish-v1-carlfm01/audios\01581061-ebc9-4d94-89d7-a93284377c9f.wav,19,1,3.56,3.56,5.337078651685393,5.835380835380835,0.17136842105263156
546,sounds/asr-spanish-v1-carlfm01/audios\0158aa6f-fe8c-4767-a2eb-77c718b9da66.wav,9,0,2.24,2.24,4.017857142857142,4.017857142857142,0.2488888888888889
547,sounds/asr-spanish-v1-carlfm01/audios\0158b61d-cbd0-44f0-91a9-e0ad596ee950.wav,33,3,10.42,10.42,3.166986564299424,4.018509498295178,0.24884848484848485
548,sounds/asr-spanish-v1-carlfm01/audios\0159413a-e52d-46f0-a4af-7abc67c432f4.wav,14,1,3.36,3.36,4.166666666666667,4.888268156424581,0.20457142857142857
549,sounds/asr-spanish-v1-carlfm01/audios\0159d799-2015-46c5-8002-661322c20972.wav,19,0,3.71,3.71,5.121293800539084,5.121293800539084,0.19526315789473683
550,sounds/asr-spanish-v1-carlfm01/audios\015a36f5-8cad-437b-809b-68c07487b465.wav,10,0,1.83,1.83,5.46448087431694,5.46448087431694,0.183
551,sounds/asr-spanish-v1-carlfm01/audios\015b7059-4e43-46b1-84a0-c3a84528dd7b.wav,13,1,3.34,3.34,3.8922155688622757,4.571026722925457,0.21876923076923077
552,sounds/asr-spanish-v1-carlfm01/audios\015b988e-88f3-4b97-9a0c-3a1ebb90657b.wav,13,0,2.57,2.57,5.0583657587548645,5.0583657587548645,0.19769230769230767
553,sounds/asr-spanish-v1-carlfm01/audios\015b9dc4-ddeb-40f0-97fd-b259319e68df.wav,23,2,5.4,5.4,4.259259259259259,5.808080808080807,0.1721739130434783
554,sounds/asr-spanish-v1-carlfm01/audios\015c534c-0d9c-4d90-8453-24b77a7f29d6.wav,12,1,3.28,3.28,3.658536585365854,4.076086956521739,0.24533333333333332
555,sounds/asr-spanish-v1-carlfm01/audios\015cfbd4-63f2-4b7b-aae1-7309c849ebb5.wav,28,1,5.42,5.42,5.166051660516605,5.631536604987933,0.17757142857142855
556,sounds/asr-spanish-v1-carlfm01/audios\015cfcc7-7dea-4e43-a51e-fcf501366c09.wav,12,1,3.04,3.04,3.9473684210526314,4.545454545454546,0.21999999999999997
557,sounds/asr-spanish-v1-carlfm01/audios\015e1413-705a-4f26-b3cc-55888525007f.wav,27,2,5.8,5.8,4.655172413793103,5.47001620745543,0.18281481481481482
558,sounds/asr-spanish-v1-carlfm01/audios\015e288f-25ef-40b5-90fe-870a7aea46d5.wav,19,0,3.34,3.34,5.688622754491019,5.688622754491019,0.17578947368421052
559,sounds/asr-spanish-v1-carlfm01/audios\016048d9-9931-43b9-a1ad-b88b1c5d1f28.wav,11,1,3.16,3.16,3.481012658227848,3.917378917378917,0.2552727272727273
560,sounds/asr-spanish-v1-carlfm01/audios\01609e72-bfc2-423d-b29e-7b7b94dcb878.wav,12,0,2.65,2.65,4.528301886792453,4.528301886792453,0.22083333333333333
561,sounds/asr-spanish-v1-carlfm01/audios\0160beab-dd71-40e8-8e70-69357ad1d5f6.wav,9,0,1.8,1.8,5.0,5.0,0.2
562,sounds/asr-spanish-v1-carlfm01/audios\0160cc27-f46c-4a25-9ef0-f379484147aa.wav,23,0,4.27,4.27,5.3864168618266985,5.3864168618266985,0.18565217391304345
563,sounds/asr-spanish-v1-carlfm01/audios\01611d9b-35d1-4ba0-b0d1-1246fde04280.wav,10,0,2.23,2.23,4.484304932735426,4.484304932735426,0.223
564,sounds/asr-spanish-v1-carlfm01/audios\016155e8-0643-4b77-9e58-7c99984c1ac7.wav,21,0,3.97,3.97,5.289672544080604,5.289672544080604,0.18904761904761905
565,sounds/asr-spanish-v1-carlfm01/audios\01616fd3-4cdb-497f-9c07-7bb975e058a2.wav,18,2,5.44,5.44,3.3088235294117645,3.737541528239202,0.2675555555555556
566,sounds/asr-spanish-v1-carlfm01/audios\01618680-eeb4-425e-a725-e90cf5fc026b.wav,15,0,3.82,3.82,3.9267015706806285,3.9267015706806285,0.25466666666666665
567,sounds/asr-spanish-v1-carlfm01/audios\0161e265-c5b6-4354-b9ae-4dc4d2c78aeb.wav,11,0,2.37,2.37,4.641350210970464,4.641350210970464,0.21545454545454545
568,sounds/asr-spanish-v1-carlfm01/audios\01620304-4d3c-463a-8a91-290c35709530.wav,7,0,1.6,1.6,4.375,4.375,0.2285714285714286
569,sounds/asr-spanish-v1-carlfm01/audios\0162df00-fc61-432c-9018-4ebcca021d8c.wav,23,0,4.73,4.73,4.862579281183932,4.862579281183932,0.2056521739130435
570,sounds/asr-spanish-v1-carlfm01/audios\016655f3-ed76-4048-864e-d1194d4d1c09.wav,18,0,3.43,3.43,5.247813411078717,5.247813411078717,0.19055555555555556
571,sounds/asr-spanish-v1-carlfm01/audios\01666bb2-3a48-4f31-8871-1b8e1e0d2d63.wav,23,1,5.19,5.19,4.43159922928709,5.0196420776953286,0.19921739130434785
572,sounds/asr-spanish-v1-carlfm01/audios\0166e003-e442-4eb0-8a99-449214e58be8.wav,10,1,3.01,3.01,3.322259136212625,4.0290088638195005,0.24819999999999998
573,sounds/asr-spanish-v1-carlfm01/audios\016880d9-e087-48b8-8ff3-92d02ed29c28.wav,12,0,2.65,2.65,4.528301886792453,4.528301886792453,0.22083333333333333
574,sounds/asr-spanish-v1-carlfm01/audios\0168cf69-c7b8-4f19-99f0-4e7b6bc72f2d.wav,10,0,2.8,2.8,3.5714285714285716,3.5714285714285716,0.27999999999999997
575,sounds/asr-spanish-v1-carlfm01/audios\0168f0ee-5667-4f8a-9498-613b16a35b59.wav,29,1,5.81,5.81,4.991394148020654,5.344636933284187,0.18710344827586206
576,sounds/asr-spanish-v1-carlfm01/audios\0169031a-d367-4e11-ac84-90b42177ee34.wav,23,0,4.47,4.47,5.145413870246085,5.145413870246085,0.1943478260869565
577,sounds/asr-spanish-v1-carlfm01/audios\01691dc0-ccca-4342-a007-147c82648b79.wav,19,0,3.45,3.45,5.507246376811594,5.507246376811594,0.18157894736842106
578,sounds/asr-spanish-v1-carlfm01/audios\01699061-aa90-4b51-bb42-d5a5aa0cc9ec.wav,18,1,3.86,3.86,4.663212435233161,5.402160864345738,0.18511111111111112
579,sounds/asr-spanish-v1-carlfm01/audios\0169dede-6ccb-4145-8c5a-2ad6b07e3b42.wav,7,0,1.63,1.63,4.294478527607362,4.294478527607362,0.23285714285714285
580,sounds/asr-spanish-v1-carlfm01/audios\016b827f-d3a4-45af-a829-092409f922e3.wav,21,0,3.62,3.62,5.801104972375691,5.801104972375691,0.17238095238095238
581,sounds/asr-spanish-v1-carlfm01/audios\016c8c07-3d09-432a-8e55-5af19fa0897d.wav,12,0,3.39,3.39,3.5398230088495573,3.5398230088495573,0.28250000000000003
582,sounds/asr-spanish-v1-carlfm01/audios\016db045-f2cc-4484-be12-da9e3802a6cc.wav,36,4,9.66,9.66,3.7267080745341614,5.070422535211269,0.1972222222222222
583,sounds/asr-spanish-v1-carlfm01/audios\016dcfa7-c433-4d82-9dab-38d733c33c75.wav,21,0,4.02,4.02,5.223880597014926,5.223880597014926,0.19142857142857142
584,sounds/asr-spanish-v1-carlfm01/audios\016e0ce5-efa9-46d3-882b-e174e7b0ee41.wav,12,0,2.45,2.45,4.897959183673469,4.897959183673469,0.2041666666666667
585,sounds/asr-spanish-v1-carlfm01/audios\016e1420-aee4-4ca2-b73e-9b41797359f8.wav,31,1,7.94,7.94,3.9042821158690173,4.200542005420054,0.23806451612903226
586,sounds/asr-spanish-v1-carlfm01/audios\016e71e5-6816-488e-8bfe-436764f47ef7.wav,36,4,8.96,8.96,4.017857142857142,5.696202531645569,0.17555555555555558
587,sounds/asr-spanish-v1-carlfm01/audios\016eeb07-16bf-4e43-a431-21e3d594c102.wav,26,1,5.38,5.38,4.83271375464684,5.138339920948617,0.1946153846153846
588,sounds/asr-spanish-v1-carlfm01/audios\016ef247-afef-42a3-b3d3-b31693658c68.wav,27,1,6.16,6.16,4.383116883116883,4.700557103064067,0.21274074074074073
589,sounds/asr-spanish-v1-carlfm01/audios\016f4289-7d47-4796-ba37-692bba5a277d.wav,15,0,4.05,4.05,3.7037037037037037,3.7037037037037037,0.26999999999999996
590,sounds/asr-spanish-v1-carlfm01/audios\016fe9b6-d7ab-43ec-92df-bf1e1558ee73.wav,13,0,2.73,2.73,4.761904761904762,4.761904761904762,0.21
591,sounds/asr-spanish-v1-carlfm01/audios\017006dd-1e64-4b90-b329-477e6287fb0b.wav,30,1,6.41,6.41,4.6801872074882995,5.072708826513359,0.19713333333333333
592,sounds/asr-spanish-v1-carlfm01/audios\017053e0-5d95-497b-aa60-f6b9c6a6be08.wav,14,0,2.64,2.64,5.303030303030303,5.303030303030303,0.18857142857142858
593,sounds/asr-spanish-v1-carlfm01/audios\0171c8cb-a181-4888-8b63-984b74a2f11b.wav,30,1,7.08,7.08,4.237288135593221,4.740834386852087,0.2109333333333333
594,sounds/asr-spanish-v1-carlfm01/audios\01724002-dce7-432a-83d1-1044e896889f.wav,8,0,1.9,1.9,4.2105263157894735,4.2105263157894735,0.2375
595,sounds/asr-spanish-v1-carlfm01/audios\01745c13-07f6-4e29-8c38-d2032a27a631.wav,17,1,3.91,3.91,4.3478260869565215,4.843304843304844,0.2064705882352941
596,sounds/asr-spanish-v1-carlfm01/audios\0174bd84-aa5e-44db-8891-7c81e39df28a.wav,16,1,3.36,3.36,4.761904761904762,5.2356020942408374,0.191
597,sounds/asr-spanish-v1-carlfm01/audios\01755ea1-58a8-428a-af80-623dafd517d0.wav,26,2,6.33,6.33,4.107424960505529,4.885381435550545,0.2046923076923077
598,sounds/asr-spanish-v1-carlfm01/audios\01767a8b-bb0d-4bd9-80f9-301ae8534313.wav,14,0,2.83,2.83,4.946996466431095,4.946996466431095,0.20214285714285715
599,sounds/asr-spanish-v1-carlfm01/audios\01785da4-47f5-43c5-a4a8-54837562604c.wav,17,0,3.16,3.16,5.379746835443037,5.379746835443037,0.18588235294117647
600,sounds/asr-spanish-v1-carlfm01/audios\0178bc53-06b4-48d3-bdff-87c6bbf0d290.wav,32,1,6.45,6.45,4.961240310077519,5.403579871664978,0.1850625
601,sounds/asr-spanish-v1-carlfm01/audios\017930df-c34f-439e-bc01-35ca0db3920c.wav,18,0,3.9,3.9,4.615384615384616,4.615384615384616,0.21666666666666667
602,sounds/asr-spanish-v1-carlfm01/audios\01797d20-3070-4930-8895-d1cac2869089.wav,15,0,2.55,2.55,5.882352941176471,5.882352941176471,0.16999999999999998
603,sounds/asr-spanish-v1-carlfm01/audios\017a67b7-19dd-428c-bbf9-30cbce8fe798.wav,22,0,3.99,3.99,5.513784461152882,5.513784461152882,0.18136363636363637
604,sounds/asr-spanish-v1-carlfm01/audios\017a8d95-7e18-482c-86c5-bcea1af5209d.wav,13,0,2.82,2.82,4.609929078014185,4.609929078014185,0.2169230769230769
605,sounds/asr-spanish-v1-carlfm01/audios\017b000a-d3d3-4efd-bbd7-ebd40b2986bd.wav,24,1,4.71,4.71,5.095541401273885,5.896805896805897,0.16958333333333334
606,sounds/asr-spanish-v1-carlfm01/audios\017b218c-4a72-476d-aa2d-44dda44cda9e.wav,22,0,3.6,3.6,6.111111111111111,6.111111111111111,0.16363636363636364
607,sounds/asr-spanish-v1-carlfm01/audios\017b8d36-9b1b-4ce9-b691-d087f38b7298.wav,6,0,1.68,1.68,3.5714285714285716,3.5714285714285716,0.27999999999999997
608,sounds/asr-spanish-v1-carlfm01/audios\017bb613-d559-43ac-ac38-29adbcbae942.wav,21,0,4.32,4.32,4.861111111111111,4.861111111111111,0.20571428571428574
609,sounds/asr-spanish-v1-carlfm01/audios\017c366a-a969-41ad-a696-c070d8c4fcb5.wav,79,4,16.87,16.87,4.682868998221695,5.42955326460481,0.18417721518987346
610,sounds/asr-spanish-v1-carlfm01/audios\017ce7d0-f403-44d5-b7f4-97f9d18f8b60.wav,9,0,1.96,1.96,4.591836734693878,4.591836734693878,0.21777777777777776
611,sounds/asr-spanish-v1-carlfm01/audios\017d9aa0-bbee-461d-b813-342dc7c95e6b.wav,16,1,3.59,3.59,4.456824512534819,5.144694533762059,0.19437499999999996
612,sounds/asr-spanish-v1-carlfm01/audios\017de0bc-c01e-4803-a19f-e0456716aba4.wav,18,0,3.87,3.87,4.651162790697675,4.651162790697675,0.215
613,sounds/asr-spanish-v1-carlfm01/audios\017dfe7f-843f-46ff-9803-8c540cee13ee.wav,13,0,2.48,2.48,5.241935483870968,5.241935483870968,0.19076923076923077
614,sounds/asr-spanish-v1-carlfm01/audios\017e956c-6ff6-4e59-b221-00bbf9f4ec93.wav,12,0,2.22,2.22,5.405405405405405,5.405405405405405,0.18500000000000003
615,sounds/asr-spanish-v1-carlfm01/audios\017ffe94-b141-4d67-bc47-79c80afce8ce.wav,13,0,2.64,2.64,4.924242424242424,4.924242424242424,0.2030769230769231
616,sounds/asr-spanish-v1-carlfm01/audios\017fffda-a136-43e6-aa0c-50c3276cb040.wav,13,0,2.79,2.79,4.659498207885305,4.659498207885305,0.21461538461538462
617,sounds/asr-spanish-v1-carlfm01/audios\0180915e-ea78-4d5b-aa3a-2582f2d0f19a.wav,32,2,7.86,7.86,4.071246819338422,4.759071980963712,0.210125
618,sounds/asr-spanish-v1-carlfm01/audios\01816f02-8dd9-4253-aae6-92e7f2ae19da.wav,12,0,2.61,2.61,4.597701149425288,4.597701149425288,0.2175
619,sounds/asr-spanish-v1-carlfm01/audios\0181a762-24f8-4a82-8023-514bdd15769c.wav,11,0,2.56,2.56,4.296875,4.296875,0.23272727272727273
620,sounds/asr-spanish-v1-carlfm01/audios\018236c0-ca8a-4f3a-991f-ce37ee637758.wav,20,1,3.88,3.88,5.154639175257732,5.995203836930455,0.1668
621,sounds/asr-spanish-v1-carlfm01/audios\0182e462-0163-40eb-81de-ee52db137125.wav,13,0,3.11,3.11,4.180064308681672,4.180064308681672,0.23923076923076922
622,sounds/asr-spanish-v1-carlfm01/audios\0182fcac-2ddd-4c6a-947c-45ac4b61b3b7.wav,17,0,2.72,2.72,6.249999999999999,6.249999999999999,0.16
623,sounds/asr-spanish-v1-carlfm01/audios\0183fcf2-ad36-4797-bea9-6c205bd3219e.wav,20,1,4.66,4.66,4.291845493562231,4.659832246039143,0.21459999999999999
624,sounds/asr-spanish-v1-carlfm01/audios\0184771a-00e0-4011-969a-91ad5877a671.wav,12,0,2.96,2.96,4.054054054054054,4.054054054054054,0.24666666666666667
625,sounds/asr-spanish-v1-carlfm01/audios\01855448-d35f-4d5f-910c-d3bef42f18cf.wav,12,0,2.24,2.24,5.357142857142857,5.357142857142857,0.18666666666666668
626,sounds/asr-spanish-v1-carlfm01/audios\01860c24-71f5-4474-b785-6f80e9536596.wav,24,0,5.29,5.29,4.536862003780718,4.536862003780718,0.22041666666666668
627,sounds/asr-spanish-v1-carlfm01/audios\01869fad-ef40-4e1d-b19e-0dc5e59171ef.wav,32,1,6.22,6.22,5.144694533762058,5.498281786941581,0.181875
628,sounds/asr-spanish-v1-carlfm01/audios\0189e02a-2974-4d3d-bb68-8dfcb8f195ad.wav,13,1,2.95,2.95,4.406779661016949,5.034856700232377,0.19861538461538464
629,sounds/asr-spanish-v1-carlfm01/audios\018a3da9-d19b-47b0-bb08-a01c1d1b86a0.wav,19,0,3.44,3.44,5.523255813953488,5.523255813953488,0.18105263157894735
630,sounds/asr-spanish-v1-carlfm01/audios\018a6f99-c754-40bd-9eaf-f3cdcfdbd6b9.wav,19,0,3.18,3.18,5.9748427672955975,5.9748427672955975,0.16736842105263158
631,sounds/asr-spanish-v1-carlfm01/audios\018ba3f1-53a1-45f3-aa60-dad1b59703fc.wav,10,0,3.11,3.11,3.2154340836012865,3.2154340836012865,0.311
632,sounds/asr-spanish-v1-carlfm01/audios\018c3301-7c69-4492-b8b4-cd935dd43c80.wav,17,1,3.85,3.85,4.415584415584416,4.997060552616108,0.20011764705882354
633,sounds/asr-spanish-v1-carlfm01/audios\018d3817-1249-4e14-9cd9-c21c78c558f9.wav,25,0,4.78,4.78,5.230125523012552,5.230125523012552,0.1912
634,sounds/asr-spanish-v1-carlfm01/audios\018d73ac-059a-4845-a9d8-f0a20a850e36.wav,11,0,2.22,2.22,4.954954954954954,4.954954954954954,0.20181818181818184
635,sounds/asr-spanish-v1-carlfm01/audios\018e0320-a11e-4638-98a5-f51d85fd649d.wav,23,0,4.38,4.38,5.251141552511416,5.251141552511416,0.19043478260869565
636,sounds/asr-spanish-v1-carlfm01/audios\018e25ed-1144-486b-9414-eb5ed5cb8bfb.wav,31,1,8.11,8.11,3.8224414303329226,4.020752269779507,0.24870967741935485
637,sounds/asr-spanish-v1-carlfm01/audios\018e4e55-c952-4d6f-9f9c-ee8cd51bd897.wav,44,1,8.58,8.58,5.128205128205128,5.442850074220683,0.1837272727272727
638,sounds/asr-spanish-v1-carlfm01/audios\018f2a75-5b20-4ad8-9e39-fbc8db1db34c.wav,23,1,4.57,4.57,5.032822757111597,5.536831969186326,0.1806086956521739
639,sounds/asr-spanish-v1-carlfm01/audios\018f566d-872d-4d60-a7e8-e9799c17735c.wav,34,2,6.9,6.9,4.927536231884058,5.588428665351743,0.17894117647058821
640,sounds/asr-spanish-v1-carlfm01/audios\01901013-f4d4-4573-9c6f-72816554e24b.wav,12,0,2.35,2.35,5.106382978723404,5.106382978723404,0.19583333333333333
641,sounds/asr-spanish-v1-carlfm01/audios\0190390f-96f5-459e-aff6-b0fca9874ab1.wav,31,1,6.33,6.33,4.897314375987362,5.638413968715897,0.17735483870967741
642,sounds/asr-spanish-v1-carlfm01/audios\019062da-c9d5-4299-9112-8e06809ed82d.wav,30,1,5.61,5.61,5.347593582887701,5.775895263765883,0.17313333333333336
643,sounds/asr-spanish-v1-carlfm01/audios\01924b9e-cff6-40c8-8917-2914d78efefe.wav,8,0,1.46,1.46,5.47945205479452,5.47945205479452,0.1825
644,sounds/asr-spanish-v1-carlfm01/audios\019377c7-2ba6-43f4-b7f5-55f6d07e49ee.wav,28,0,4.92,4.92,5.691056910569106,5.691056910569106,0.1757142857142857
645,sounds/asr-spanish-v1-carlfm01/audios\0193e5a3-1031-470a-bf85-3a63d9a86fc2.wav,15,1,3.34,3.34,4.491017964071856,4.966887417218543,0.20133333333333334
646,sounds/asr-spanish-v1-carlfm01/audios\019456c1-3f6c-4aa6-b74a-65dd71e67779.wav,30,2,7.49,7.49,4.005340453938585,4.53857791225416,0.22033333333333335
647,sounds/asr-spanish-v1-carlfm01/audios\01952f24-f2eb-447e-960b-0ba2b5bb9f57.wav,19,0,4.13,4.13,4.600484261501211,4.600484261501211,0.21736842105263157
648,sounds/asr-spanish-v1-carlfm01/audios\01964d9a-0d2f-4846-8094-f9ad390701af.wav,22,0,4.23,4.23,5.200945626477541,5.200945626477541,0.1922727272727273
649,sounds/asr-spanish-v1-carlfm01/audios\01967453-f6ee-439f-8122-847aac306ec6.wav,24,0,3.97,3.97,6.045340050377834,6.045340050377834,0.16541666666666668
650,sounds/asr-spanish-v1-carlfm01/audios\0197d997-c42d-4128-841f-41446b6cfe59.wav,11,0,2.26,2.26,4.867256637168142,4.867256637168142,0.20545454545454545
651,sounds/asr-spanish-v1-carlfm01/audios\01988c93-4c23-4db7-83e1-eb93337d1486.wav,19,1,3.98,3.98,4.773869346733669,5.331088664421997,0.18757894736842107
652,sounds/asr-spanish-v1-carlfm01/audios\0198901d-7ee4-421f-b8c6-8b9f18633866.wav,15,0,3.18,3.18,4.716981132075471,4.716981132075471,0.21200000000000002
653,sounds/asr-spanish-v1-carlfm01/audios\01989d48-f9b9-4a9e-856e-32ed9c72241b.wav,19,0,3.46,3.46,5.491329479768786,5.491329479768786,0.18210526315789474
654,sounds/asr-spanish-v1-carlfm01/audios\01990ba0-702d-462f-becb-6dee85b10f3e.wav,14,0,2.67,2.67,5.2434456928838955,5.2434456928838955,0.1907142857142857
655,sounds/asr-spanish-v1-carlfm01/audios\01993de0-1a25-488e-b23d-feca3642d797.wav,26,0,5.89,5.89,4.4142614601018675,4.4142614601018675,0.22653846153846152
656,sounds/asr-spanish-v1-carlfm01/audios\019a03e6-28b1-42e0-b001-fa1369848577.wav,30,1,6.51,6.51,4.6082949308755765,5.359056806002144,0.1866
657,sounds/asr-spanish-v1-carlfm01/audios\019bc235-2613-453e-aeac-3903c2fa3e66.wav,24,1,4.94,4.94,4.8582995951417,5.2493438320209975,0.1905
658,sounds/asr-spanish-v1-carlfm01/audios\019cc208-6243-471f-85f2-d73fffc34bc8.wav,8,0,1.61,1.61,4.968944099378882,4.968944099378882,0.20125
659,sounds/asr-spanish-v1-carlfm01/audios\019e0148-7c51-48c8-8d44-ddfd9be2c1ad.wav,13,1,3.04,3.04,4.276315789473684,5.110062893081761,0.1956923076923077
660,sounds/asr-spanish-v1-carlfm01/audios\019f0f49-1a09-49d5-821b-bc3668074822.wav,17,0,2.75,2.75,6.181818181818182,6.181818181818182,0.16176470588235295
