,sound,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
3981,sounds/asr-spanish-v1-carlfm01/audios\091e0211-59e1-46b8-a10c-c9d4d43907bc.wav,11,0,2.3,2.3,4.782608695652175,4.782608695652175,0.20909090909090908
3982,sounds/asr-spanish-v1-carlfm01/audios\091e4fe5-18e1-4d90-81c1-74f78d359917.wav,21,2,5.33,5.33,3.9399624765478425,4.635761589403972,0.21571428571428578
3983,sounds/asr-spanish-v1-carlfm01/audios\091e5100-c254-4f6b-ba2d-a8e8043ee49c.wav,16,0,3.92,3.92,4.081632653061225,4.081632653061225,0.245
3984,sounds/asr-spanish-v1-carlfm01/audios\091fdde5-e344-45ac-8ada-ca6872ac8b16.wav,6,0,1.3,1.3,4.615384615384615,4.615384615384615,0.21666666666666667
3985,sounds/asr-spanish-v1-carlfm01/audios\09201064-e0f6-4e0c-88e2-5057f9e1a95f.wav,33,2,7.56,7.56,4.365079365079366,4.96389891696751,0.20145454545454541
3986,sounds/asr-spanish-v1-carlfm01/audios\0920260d-7d3c-49bc-ad33-790452f86e2d.wav,17,0,2.93,2.93,5.802047781569965,5.802047781569965,0.1723529411764706
3987,sounds/asr-spanish-v1-carlfm01/audios\0921279c-1602-4900-a14e-1a1a28256e12.wav,61,4,14.3,14.3,4.265734265734266,4.8152826018313855,0.20767213114754102
3988,sounds/asr-spanish-v1-carlfm01/audios\09222cdd-7b61-4f55-b679-f5bbf52792ab.wav,19,1,4.64,4.64,4.094827586206897,4.886831275720165,0.20463157894736841
3989,sounds/asr-spanish-v1-carlfm01/audios\0922aaac-72ab-4d19-8ca5-15268d95e32d.wav,13,0,2.48,2.48,5.241935483870968,5.241935483870968,0.19076923076923077
3990,sounds/asr-spanish-v1-carlfm01/audios\0922bc3b-c1a4-477c-a3e7-112f3a29a386.wav,15,0,3.34,3.34,4.491017964071856,4.491017964071856,0.22266666666666665
3991,sounds/asr-spanish-v1-carlfm01/audios\09232458-8a0e-4132-b494-80f23b0da8bd.wav,10,0,2.31,2.31,4.329004329004329,4.329004329004329,0.231
3992,sounds/asr-spanish-v1-carlfm01/audios\0923659c-83fb-4333-81bc-62c3d3d6f51a.wav,22,1,5.47,5.47,4.021937842778794,4.31203449627597,0.23190909090909093
3993,sounds/asr-spanish-v1-carlfm01/audios\0923fc0b-4c42-4c03-a109-7d7a967d5fec.wav,13,0,2.53,2.53,5.138339920948617,5.138339920948617,0.1946153846153846
3994,sounds/asr-spanish-v1-carlfm01/audios\09249a7e-8b12-4db2-9689-fa5dd6a0421e.wav,14,0,3.59,3.59,3.8997214484679668,3.8997214484679668,0.2564285714285714
3995,sounds/asr-spanish-v1-carlfm01/audios\0925cc6a-841b-4deb-ae8f-65d9e9076fc8.wav,9,1,2.63,2.63,3.4220532319391634,3.9787798408488073,0.2513333333333333
3996,sounds/asr-spanish-v1-carlfm01/audios\09275f6a-c604-4396-8662-b8f00fa1f75d.wav,19,0,3.78,3.78,5.026455026455027,5.026455026455027,0.19894736842105262
3997,sounds/asr-spanish-v1-carlfm01/audios\0928015c-5b18-49ea-ab35-16e8c0ff6881.wav,11,0,3.07,3.07,3.5830618892508146,3.5830618892508146,0.27909090909090906
3998,sounds/asr-spanish-v1-carlfm01/audios\0928133f-0a8f-4571-ba1c-e5eed4427dfe.wav,20,0,3.92,3.92,5.1020408163265305,5.1020408163265305,0.196
3999,sounds/asr-spanish-v1-carlfm01/audios\092932e6-08b5-4470-a9e0-0f0f202bfbb2.wav,11,0,2.58,2.58,4.263565891472868,4.263565891472868,0.23454545454545456
4000,sounds/asr-spanish-v1-carlfm01/audios\092974a5-3fc7-43b4-8df4-4da2ffbcb80c.wav,9,1,2.19,2.19,4.109589041095891,5.632040050062579,0.17755555555555555
4001,sounds/asr-spanish-v1-carlfm01/audios\0929a407-f092-4c07-958a-6b3d6a439e4a.wav,13,0,3.15,3.15,4.126984126984127,4.126984126984127,0.2423076923076923
4002,sounds/asr-spanish-v1-carlfm01/audios\092a0782-2778-439b-bd35-466e8b5a8033.wav,15,0,2.55,2.55,5.882352941176471,5.882352941176471,0.16999999999999998
4003,sounds/asr-spanish-v1-carlfm01/audios\092a92fa-d23e-4cbf-a08f-59adb734c373.wav,32,0,6.03,6.03,5.306799336650083,5.306799336650083,0.1884375
4004,sounds/asr-spanish-v1-carlfm01/audios\092ac942-bba2-467a-afa6-7a788a1bb90b.wav,26,2,6.71,6.71,3.874813710879285,4.936396430605658,0.20257692307692304
4005,sounds/asr-spanish-v1-carlfm01/audios\092ae376-19e0-4f5d-900b-802f0bfc1d10.wav,15,0,3.12,3.12,4.8076923076923075,4.8076923076923075,0.20800000000000002
4006,sounds/asr-spanish-v1-carlfm01/audios\092c82f8-7e6b-4672-90b6-30bc812fd4e6.wav,18,0,2.98,2.98,6.040268456375839,6.040268456375839,0.16555555555555557
4007,sounds/asr-spanish-v1-carlfm01/audios\092d3be8-124e-4a54-b11b-7cb6660ef72e.wav,28,3,7.53,7.53,3.7184594953519254,4.468560485157996,0.22378571428571428
4008,sounds/asr-spanish-v1-carlfm01/audios\092d65f6-8b3a-4d6a-a8b9-8a5e9978c015.wav,9,0,1.99,1.99,4.522613065326633,4.522613065326633,0.22111111111111112
4009,sounds/asr-spanish-v1-carlfm01/audios\092d9df6-f780-426b-8634-cec4bbeb7d6c.wav,11,0,1.93,1.93,5.699481865284974,5.699481865284974,0.17545454545454545
4010,sounds/asr-spanish-v1-carlfm01/audios\092ee3cd-546d-4061-aa69-3bd2b6207303.wav,22,1,5.97,5.97,3.6850921273031827,3.972553268327916,0.25172727272727274
4011,sounds/asr-spanish-v1-carlfm01/audios\092efe2c-c7f3-441a-bc7e-87f6c429f7f7.wav,30,0,4.61,4.61,6.507592190889371,6.507592190889371,0.15366666666666667
4012,sounds/asr-spanish-v1-carlfm01/audios\09307e94-48a1-4cc2-9bd1-4b0ec9800a4f.wav,36,2,8.5,8.5,4.235294117647059,4.694835680751174,0.213
4013,sounds/asr-spanish-v1-carlfm01/audios\09314540-9491-424f-b9f1-233a28e18fa0.wav,11,0,2.42,2.42,4.545454545454546,4.545454545454546,0.22
4014,sounds/asr-spanish-v1-carlfm01/audios\0931b3a4-037e-4eba-b879-4f37b18b2a3a.wav,8,0,1.94,1.94,4.123711340206186,4.123711340206186,0.2425
4015,sounds/asr-spanish-v1-carlfm01/audios\0932ecf9-3ff0-4850-8ff9-f222734dcb6a.wav,11,1,2.43,2.43,4.526748971193415,5.735140771637122,0.1743636363636364
4016,sounds/asr-spanish-v1-carlfm01/audios\09334e3b-1273-45d5-84aa-0feb2de1b907.wav,9,0,2.19,2.19,4.109589041095891,4.109589041095891,0.24333333333333332
4017,sounds/asr-spanish-v1-carlfm01/audios\0934600a-911f-4af0-aee9-42bd3bbcb876.wav,28,1,6.24,6.24,4.487179487179487,4.794520547945205,0.2085714285714286
4018,sounds/asr-spanish-v1-carlfm01/audios\09358bfe-c219-4d97-8b0b-307ac52de919.wav,20,0,3.94,3.94,5.0761421319796955,5.0761421319796955,0.197
4019,sounds/asr-spanish-v1-carlfm01/audios\0937c62b-b157-4e58-b9cf-302de1d8f985.wav,77,4,15.46,15.46,4.980595084087969,5.700325732899024,0.1754285714285714
4020,sounds/asr-spanish-v1-carlfm01/audios\093878d8-6936-49cd-bd6b-7d9575acb1f8.wav,22,1,5.51,5.51,3.9927404718693285,4.7352561343090835,0.21118181818181817
4021,sounds/asr-spanish-v1-carlfm01/audios\093a1ba4-526e-48de-b7ec-51d3f91e3d5a.wav,17,0,2.77,2.77,6.137184115523466,6.137184115523466,0.16294117647058823
4022,sounds/asr-spanish-v1-carlfm01/audios\093b78f2-2cdc-4fb8-a840-87dbfafee9ce.wav,20,1,5.09,5.09,3.9292730844793713,4.918839153959666,0.20329999999999998
4023,sounds/asr-spanish-v1-carlfm01/audios\093bdaa4-72e2-486b-ba3d-d22562a8dcbd.wav,32,1,6.58,6.58,4.86322188449848,5.329780146568955,0.187625
4024,sounds/asr-spanish-v1-carlfm01/audios\093ca938-965f-4bc5-bc61-5a66c6190928.wav,12,0,2.68,2.68,4.477611940298507,4.477611940298507,0.22333333333333336
4025,sounds/asr-spanish-v1-carlfm01/audios\093d8203-5fa8-40b0-9388-ddd94c00ac39.wav,11,0,2.58,2.58,4.263565891472868,4.263565891472868,0.23454545454545456
4026,sounds/asr-spanish-v1-carlfm01/audios\093d94f3-d832-4891-adc9-24a9109b534a.wav,30,1,5.84,5.84,5.136986301369864,5.597014925373135,0.17866666666666664
4027,sounds/asr-spanish-v1-carlfm01/audios\093dd3fd-65dd-4b87-ac87-51710ae98086.wav,10,0,2.64,2.64,3.7878787878787876,4.280821917808218,0.23360000000000003
4028,sounds/asr-spanish-v1-carlfm01/audios\093e2240-ab16-435e-a335-b3f292199486.wav,5,0,1.47,1.47,3.4013605442176873,3.4013605442176873,0.294
4029,sounds/asr-spanish-v1-carlfm01/audios\093e3c15-12ea-4abe-9c7d-5a394c65f1a1.wav,30,1,5.29,5.29,5.671077504725898,6.364022061943148,0.15713333333333335
4030,sounds/asr-spanish-v1-carlfm01/audios\093e7239-de04-45a7-963f-b2e17e886d91.wav,10,0,1.88,1.88,5.319148936170213,5.319148936170213,0.188
4031,sounds/asr-spanish-v1-carlfm01/audios\093ec821-b473-43d3-a141-f37c3d667766.wav,13,0,2.62,2.62,4.961832061068702,4.961832061068702,0.20153846153846156
4032,sounds/asr-spanish-v1-carlfm01/audios\093ed224-1c72-47f4-9642-e5c4d1e53f56.wav,12,0,2.67,2.67,4.49438202247191,4.49438202247191,0.2225
4033,sounds/asr-spanish-v1-carlfm01/audios\093f4280-fef7-4696-b871-d2f7ca91c1b0.wav,33,1,5.95,5.95,5.546218487394958,6.140677335318198,0.16284848484848485
4034,sounds/asr-spanish-v1-carlfm01/audios\09418fbe-016e-4a09-bdc0-73b365bb59d1.wav,14,0,2.72,2.72,5.147058823529411,5.147058823529411,0.1942857142857143
4035,sounds/asr-spanish-v1-carlfm01/audios\0941957d-4c47-45aa-b0c9-b1d8807ad590.wav,9,0,1.73,1.73,5.202312138728324,5.202312138728324,0.1922222222222222
4036,sounds/asr-spanish-v1-carlfm01/audios\0941d4a3-3633-4d44-823d-7e255a893e3b.wav,8,0,2.84,2.84,2.8169014084507045,2.8169014084507045,0.355
4037,sounds/asr-spanish-v1-carlfm01/audios\0941d954-b381-483b-891a-f6d1b04ae7b4.wav,6,0,1.65,1.65,3.6363636363636367,3.6363636363636367,0.27499999999999997
4038,sounds/asr-spanish-v1-carlfm01/audios\094255eb-83b2-48c0-b5e5-66e42ccd6cd2.wav,15,0,3.29,3.29,4.5592705167173255,4.5592705167173255,0.21933333333333332
4039,sounds/asr-spanish-v1-carlfm01/audios\0942ef1a-b732-45b6-a106-0cfc9df0f485.wav,7,0,1.62,1.62,4.320987654320987,4.320987654320987,0.23142857142857146
4040,sounds/asr-spanish-v1-carlfm01/audios\09454bae-3697-499b-95df-96f4d3faee71.wav,15,0,2.75,2.75,5.454545454545454,5.454545454545454,0.18333333333333332
4041,sounds/asr-spanish-v1-carlfm01/audios\09458485-f329-4535-8629-776e6294d53c.wav,20,1,4.64,4.64,4.310344827586207,4.664179104477611,0.2144
4042,sounds/asr-spanish-v1-carlfm01/audios\09462a56-024f-4676-b0ca-2f16cdb8c140.wav,24,1,5.16,5.16,4.651162790697675,5.145797598627787,0.19433333333333333
4043,sounds/asr-spanish-v1-carlfm01/audios\09464eb8-f5f8-4ff2-ba43-3b2e192af7bb.wav,9,0,1.73,1.73,5.202312138728324,5.202312138728324,0.1922222222222222
4044,sounds/asr-spanish-v1-carlfm01/audios\0946acbe-507a-4a77-a61c-794454382f82.wav,18,1,4.39,4.39,4.100227790432802,4.883342376559957,0.20477777777777775
4045,sounds/asr-spanish-v1-carlfm01/audios\0946d5d5-2aff-4604-8b0e-adf41890e4c4.wav,18,1,4.63,4.63,3.8876889848812097,4.862236628849271,0.20566666666666666
4046,sounds/asr-spanish-v1-carlfm01/audios\0948306d-28ae-4481-912f-c02de2010f01.wav,12,0,2.62,2.62,4.580152671755725,4.580152671755725,0.21833333333333335
4047,sounds/asr-spanish-v1-carlfm01/audios\0948a8e7-7faf-4dde-bfe2-c0f03feff033.wav,9,0,1.77,1.77,5.084745762711864,5.084745762711864,0.19666666666666666
4048,sounds/asr-spanish-v1-carlfm01/audios\0948b929-ab2a-4672-b714-3e97ed9c55bd.wav,16,0,3.35,3.35,4.776119402985074,4.776119402985074,0.209375
4049,sounds/asr-spanish-v1-carlfm01/audios\0948da00-559b-494d-99a2-21c4d2e02548.wav,10,0,1.62,1.62,6.172839506172839,6.172839506172839,0.162
4050,sounds/asr-spanish-v1-carlfm01/audios\0949154d-43ca-4272-8353-6626d8eec9e1.wav,30,0,5.58,5.58,5.376344086021505,5.376344086021505,0.186
4051,sounds/asr-spanish-v1-carlfm01/audios\0949287c-399e-4fd4-9d34-a3a9d9f98b25.wav,29,0,4.85,4.85,5.979381443298969,5.979381443298969,0.16724137931034483
4052,sounds/asr-spanish-v1-carlfm01/audios\09496291-ef67-46a9-a525-11754b8965ea.wav,26,0,4.14,4.14,6.280193236714976,6.280193236714976,0.15923076923076923
4053,sounds/asr-spanish-v1-carlfm01/audios\09497188-3439-4776-94f5-fd11971e57ec.wav,21,0,3.83,3.83,5.483028720626632,5.483028720626632,0.1823809523809524
4054,sounds/asr-spanish-v1-carlfm01/audios\09498c32-85e6-4482-818c-922f1af3d369.wav,11,0,2.03,2.03,5.418719211822661,5.418719211822661,0.18454545454545454
4055,sounds/asr-spanish-v1-carlfm01/audios\0949b88e-b368-4d94-bb42-7b427fec3a6b.wav,19,1,5.27,5.27,3.6053130929791273,5.02778512834083,0.1988947368421053
4056,sounds/asr-spanish-v1-carlfm01/audios\094a194c-c552-4665-847a-ea6f404d1c31.wav,16,0,3.34,3.34,4.790419161676647,4.790419161676647,0.20875
4057,sounds/asr-spanish-v1-carlfm01/audios\094a3112-c462-4d6a-aa29-e24d2d8fb986.wav,39,1,8.77,8.77,4.4469783352337515,4.953009906019813,0.20189743589743586
4058,sounds/asr-spanish-v1-carlfm01/audios\094a4704-880f-4f20-bd46-9cc0a35a58bb.wav,34,1,6.15,6.15,5.528455284552845,6.0476698683742445,0.1653529411764706
4059,sounds/asr-spanish-v1-carlfm01/audios\094b1ac7-02f2-40c6-b530-d3e6ac4f2cbf.wav,33,1,6.68,6.68,4.9401197604790426,5.201765447667087,0.19224242424242421
4060,sounds/asr-spanish-v1-carlfm01/audios\094b290a-eff8-4608-8418-af2637948a46.wav,32,1,7.59,7.59,4.216073781291173,4.440743824590618,0.2251875
4061,sounds/asr-spanish-v1-carlfm01/audios\094c3723-ca62-4443-9c94-abf87ea71a47.wav,8,0,1.84,1.84,4.3478260869565215,4.3478260869565215,0.23
4062,sounds/asr-spanish-v1-carlfm01/audios\094c3987-96c7-4b9f-9090-36295f6ee64a.wav,7,0,1.64,1.64,4.2682926829268295,4.2682926829268295,0.23428571428571426
4063,sounds/asr-spanish-v1-carlfm01/audios\094d8cf3-b91d-49f4-be65-d3208e4f41fa.wav,28,1,5.07,5.07,5.522682445759369,5.894736842105263,0.16964285714285715
4064,sounds/asr-spanish-v1-carlfm01/audios\094dc9a5-b6f5-4670-85be-0d9c1ae6589e.wav,15,1,3.44,3.44,4.3604651162790695,5.26685393258427,0.18986666666666666
4065,sounds/asr-spanish-v1-carlfm01/audios\094e7f1d-71c7-4a9d-b852-ad83fd2f1bca.wav,12,0,2.31,2.31,5.194805194805195,5.194805194805195,0.1925
4066,sounds/asr-spanish-v1-carlfm01/audios\094e9071-9619-48e8-8c27-a80fefb458e4.wav,26,1,4.95,4.95,5.252525252525253,6.265060240963855,0.15961538461538463
4067,sounds/asr-spanish-v1-carlfm01/audios\094f0842-708c-4441-be2c-5542276b2246.wav,17,0,3.49,3.49,4.871060171919771,4.871060171919771,0.20529411764705885
4068,sounds/asr-spanish-v1-carlfm01/audios\094f49ad-8ae3-4ea3-8b9a-5fa44abb03e8.wav,21,1,4.62,4.62,4.545454545454545,5.152109911678116,0.19409523809523807
4069,sounds/asr-spanish-v1-carlfm01/audios\094fae23-97ad-454a-9915-c02214873ce6.wav,20,0,4.15,4.15,4.8192771084337345,4.8192771084337345,0.20750000000000002
4070,sounds/asr-spanish-v1-carlfm01/audios\094fd8ab-b2cf-4578-a939-c43383600824.wav,7,0,1.79,1.79,3.910614525139665,3.910614525139665,0.2557142857142857
4071,sounds/asr-spanish-v1-carlfm01/audios\09503655-d197-4e45-bdf8-ef401ff780bc.wav,24,1,5.8,5.8,4.137931034482759,4.418262150220913,0.2263333333333333
4072,sounds/asr-spanish-v1-carlfm01/audios\095074c8-5db1-4dfa-aeab-7e52b75de9b4.wav,16,0,4.71,4.71,3.397027600849257,3.397027600849257,0.294375
4073,sounds/asr-spanish-v1-carlfm01/audios\095074cb-511e-4ed2-9d71-5cf1a90fb81c.wav,34,2,8.19,8.19,4.151404151404152,4.819960306209244,0.2074705882352941
4074,sounds/asr-spanish-v1-carlfm01/audios\09508fa9-fefc-4148-89ff-b188f5752d8f.wav,10,0,1.72,1.72,5.813953488372093,5.813953488372093,0.172
4075,sounds/asr-spanish-v1-carlfm01/audios\09524bc5-c491-41b0-a72d-67aa263bb36a.wav,18,0,3.17,3.17,5.678233438485805,5.678233438485805,0.1761111111111111
4076,sounds/asr-spanish-v1-carlfm01/audios\09526038-2db4-4b21-a2c6-b5e9b3dd65b5.wav,8,0,1.93,1.93,4.145077720207254,4.145077720207254,0.24125
4077,sounds/asr-spanish-v1-carlfm01/audios\0952ac77-a88e-4cd3-ba74-9f7f9049ddec.wav,19,0,3.73,3.73,5.093833780160858,5.093833780160858,0.19631578947368422
4078,sounds/asr-spanish-v1-carlfm01/audios\095330ed-3d57-4eec-91bf-708a8f346764.wav,17,1,4.2,4.2,4.0476190476190474,4.417879417879418,0.2263529411764706
4079,sounds/asr-spanish-v1-carlfm01/audios\095371f4-c2c9-4ede-9e1e-64caeee37554.wav,11,0,2.43,2.43,4.526748971193415,4.526748971193415,0.22090909090909092
4080,sounds/asr-spanish-v1-carlfm01/audios\0954006c-934c-4536-aaca-482fa2f04959.wav,13,0,2.62,2.62,4.961832061068702,4.961832061068702,0.20153846153846156
4081,sounds/asr-spanish-v1-carlfm01/audios\095412d0-2fc1-4e10-b4b5-439a1e50a97c.wav,7,0,1.39,1.39,5.035971223021583,5.035971223021583,0.19857142857142857
4082,sounds/asr-spanish-v1-carlfm01/audios\09555b61-50d6-4c98-89bd-2e87d445d4d2.wav,11,0,2.1,2.1,5.238095238095238,5.238095238095238,0.19090909090909092
4083,sounds/asr-spanish-v1-carlfm01/audios\09559a1f-f707-4e80-a0c1-7cf3ae882003.wav,11,0,2.24,2.24,4.910714285714286,4.910714285714286,0.20363636363636364
4084,sounds/asr-spanish-v1-carlfm01/audios\095601e4-c193-40ef-8f8f-7298ebb123f4.wav,14,1,2.81,2.81,4.98220640569395,5.770816158285243,0.1732857142857143
4085,sounds/asr-spanish-v1-carlfm01/audios\09587a4d-5128-4264-a2b4-76f08d9679b0.wav,8,0,1.38,1.38,5.797101449275363,5.797101449275363,0.1725
4086,sounds/asr-spanish-v1-carlfm01/audios\095896ac-8e0c-42b1-99ba-0b07d97457bb.wav,13,0,2.6,2.6,5.0,5.0,0.2
4087,sounds/asr-spanish-v1-carlfm01/audios\0958aa29-b44b-4865-b83b-111f42eedc74.wav,10,0,2.15,2.15,4.651162790697675,4.651162790697675,0.215
4088,sounds/asr-spanish-v1-carlfm01/audios\0958f648-be3e-4972-8de7-c1b7088cf3fe.wav,19,0,4.11,4.11,4.62287104622871,4.62287104622871,0.21631578947368424
4089,sounds/asr-spanish-v1-carlfm01/audios\0959b64e-92fa-402b-a6d1-235868e5b6b0.wav,29,2,6.17,6.17,4.700162074554295,5.7064147973238875,0.17524137931034486
4090,sounds/asr-spanish-v1-carlfm01/audios\0959bdb4-31bb-4a1e-8af1-900ed8baa153.wav,14,0,2.55,2.55,5.490196078431373,5.490196078431373,0.18214285714285713
4091,sounds/asr-spanish-v1-carlfm01/audios\0959c4e3-03d2-4733-8cff-373f6e10b3cf.wav,21,1,5.29,5.29,3.9697542533081287,4.365904365904365,0.22904761904761908
4092,sounds/asr-spanish-v1-carlfm01/audios\095a165e-be25-4772-a200-7235a15c70f4.wav,26,1,6.41,6.41,4.056162246489859,4.360952700436095,0.22930769230769232
4093,sounds/asr-spanish-v1-carlfm01/audios\095a60dd-7aef-479d-aa8a-ea127ee978ee.wav,32,3,6.92,6.92,4.624277456647399,6.05143721633888,0.16525
4094,sounds/asr-spanish-v1-carlfm01/audios\095a615e-3ca2-449e-97b5-cfb32a62534c.wav,21,1,5.72,5.72,3.6713286713286717,3.983308042488619,0.2510476190476191
4095,sounds/asr-spanish-v1-carlfm01/audios\095a6bbf-a6c2-45da-b06e-1c7ff7aee92c.wav,17,0,2.93,2.93,5.802047781569965,5.802047781569965,0.1723529411764706
4096,sounds/asr-spanish-v1-carlfm01/audios\095ad612-5f21-4063-b2e0-14b3c9a6dc0b.wav,50,3,11.12,11.12,4.496402877697842,5.148270181219111,0.19424
4097,sounds/asr-spanish-v1-carlfm01/audios\095bbd85-4e16-4f54-851f-d4209fbca9ae.wav,9,0,1.78,1.78,5.056179775280899,5.056179775280899,0.19777777777777777
4098,sounds/asr-spanish-v1-carlfm01/audios\095d2935-ab27-4708-9a19-79209b37aa8e.wav,18,0,3.73,3.73,4.825737265415549,4.825737265415549,0.20722222222222222
4099,sounds/asr-spanish-v1-carlfm01/audios\095d8b8a-8cad-4818-8977-eddeec7185f5.wav,11,1,2.85,2.85,3.8596491228070176,4.489795918367347,0.22272727272727275
4100,sounds/asr-spanish-v1-carlfm01/audios\095e15f3-79e0-462e-ab64-91c333fe852b.wav,16,1,3.59,3.59,4.456824512534819,4.990642545227699,0.20037499999999997
4101,sounds/asr-spanish-v1-carlfm01/audios\095e9e9c-6feb-4e6d-9183-2d1578dfd8bc.wav,11,0,2.48,2.48,4.435483870967742,4.435483870967742,0.22545454545454546
4102,sounds/asr-spanish-v1-carlfm01/audios\095f459f-9373-4778-b9bb-025a6863e03c.wav,13,0,3.08,3.08,4.220779220779221,4.220779220779221,0.23692307692307693
4103,sounds/asr-spanish-v1-carlfm01/audios\095f9f36-9edf-4415-939d-8669d4d2f186.wav,21,1,4.52,4.52,4.646017699115045,5.0578034682080935,0.19771428571428568
4104,sounds/asr-spanish-v1-carlfm01/audios\095fee8c-6940-49a7-a15f-f3f012ff4b80.wav,28,0,5.62,5.62,4.98220640569395,4.98220640569395,0.2007142857142857
4105,sounds/asr-spanish-v1-carlfm01/audios\096099ee-1be6-43fe-aed4-daa6f945ef60.wav,9,1,2.31,2.31,3.896103896103896,4.672897196261681,0.21400000000000002
4106,sounds/asr-spanish-v1-carlfm01/audios\0963b98a-7177-4502-b4d1-bda7747618c2.wav,12,1,2.76,2.76,4.347826086956522,5.30035335689046,0.18866666666666665
4107,sounds/asr-spanish-v1-carlfm01/audios\0963cd14-2187-423a-92a0-fc33df4be3a4.wav,12,0,2.86,2.86,4.195804195804196,4.195804195804196,0.2383333333333333
4108,sounds/asr-spanish-v1-carlfm01/audios\0963cd57-1547-4ce2-aaf3-424e478fff70.wav,13,0,2.71,2.71,4.797047970479705,4.797047970479705,0.20846153846153845
4109,sounds/asr-spanish-v1-carlfm01/audios\0963e442-e80e-4ecc-8e70-4845252dcf3e.wav,7,1,2.84,2.84,2.4647887323943665,3.54251012145749,0.2822857142857143
4110,sounds/asr-spanish-v1-carlfm01/audios\096494e2-0e0d-4bdc-8e58-9f1c1a7b1af4.wav,14,0,3.33,3.33,4.2042042042042045,4.2042042042042045,0.23785714285714285
4111,sounds/asr-spanish-v1-carlfm01/audios\096522f4-b437-414a-a8fc-0a7d99ca01f3.wav,12,0,2.48,2.48,4.838709677419355,4.838709677419355,0.20666666666666667
4112,sounds/asr-spanish-v1-carlfm01/audios\09653473-11a3-4dcd-a14e-dd17bdc96a03.wav,8,0,1.76,1.76,4.545454545454546,5.88235294117647,0.17
4113,sounds/asr-spanish-v1-carlfm01/audios\09657314-03e2-4e5d-99e8-838eec00cc60.wav,12,0,2.82,2.82,4.25531914893617,4.25531914893617,0.235
4114,sounds/asr-spanish-v1-carlfm01/audios\0967bb96-d956-421c-a1c5-e7b33545e0e0.wav,24,2,6.08,6.08,3.9473684210526314,4.9504950495049505,0.20199999999999999
4115,sounds/asr-spanish-v1-carlfm01/audios\0968198d-d8a4-4e17-a25b-c5d3fcebd02d.wav,27,1,5.7,5.7,4.7368421052631575,5.620316402997502,0.17792592592592593
4116,sounds/asr-spanish-v1-carlfm01/audios\096827b5-c990-48aa-be03-1f9d070bc611.wav,18,1,3.91,3.91,4.603580562659847,5.247813411078718,0.19055555555555553
4117,sounds/asr-spanish-v1-carlfm01/audios\09689c68-6024-4c9a-85c2-ce007ad9308f.wav,20,0,4.05,4.05,4.938271604938272,4.938271604938272,0.20249999999999999
4118,sounds/asr-spanish-v1-carlfm01/audios\09692289-be02-44f3-98a7-eaba3f0d1990.wav,15,1,3.03,3.03,4.9504950495049505,5.567928730512249,0.1796
4119,sounds/asr-spanish-v1-carlfm01/audios\09698ddb-ddaa-4f32-af78-c46c1acdf503.wav,10,1,2.73,2.73,3.663003663003663,4.8590864917395535,0.20579999999999998
4120,sounds/asr-spanish-v1-carlfm01/audios\09699c0d-b0bd-418e-a198-2fc3f8f5b826.wav,20,0,4.56,4.56,4.385964912280702,4.385964912280702,0.22799999999999998
4121,sounds/asr-spanish-v1-carlfm01/audios\096a714b-e147-428e-9524-99118bd575fb.wav,11,0,2.19,2.19,5.0228310502283104,5.0228310502283104,0.1990909090909091
4122,sounds/asr-spanish-v1-carlfm01/audios\096baac3-5c14-407a-a415-711d45b50f58.wav,10,0,2.33,2.33,4.291845493562231,4.291845493562231,0.233
4123,sounds/asr-spanish-v1-carlfm01/audios\096bc6f3-3de9-467c-a64a-0ac02d25420b.wav,16,1,4.41,4.41,3.6281179138321993,4.1558441558441555,0.240625
4124,sounds/asr-spanish-v1-carlfm01/audios\096c4fe8-6d0f-4349-80f1-eca51a833018.wav,10,0,2.49,2.49,4.016064257028112,4.016064257028112,0.24900000000000003
4125,sounds/asr-spanish-v1-carlfm01/audios\096cf439-8745-4849-a732-6f3cf5ee2ebf.wav,11,0,2.35,2.35,4.680851063829787,4.680851063829787,0.21363636363636365
4126,sounds/asr-spanish-v1-carlfm01/audios\096d14e2-f8e6-4fbd-b61f-a3b50f01a9e4.wav,19,0,2.91,2.91,6.529209621993127,6.529209621993127,0.1531578947368421
4127,sounds/asr-spanish-v1-carlfm01/audios\096d3c61-e6eb-4190-8e41-f4d3198e0d3e.wav,19,1,3.84,3.84,4.947916666666667,5.4723502304147456,0.18273684210526317
4128,sounds/asr-spanish-v1-carlfm01/audios\096dcccd-8052-49b5-b134-7964efeb5528.wav,16,0,2.84,2.84,5.633802816901409,5.633802816901409,0.1775
4129,sounds/asr-spanish-v1-carlfm01/audios\096e18b1-53f6-4586-aeab-04ef43f66ffb.wav,17,0,2.84,2.84,5.985915492957747,5.985915492957747,0.16705882352941176
4130,sounds/asr-spanish-v1-carlfm01/audios\096f7b3a-5dfd-469c-8b15-75ee14af0c6e.wav,10,0,1.99,1.99,5.025125628140704,5.025125628140704,0.199
4131,sounds/asr-spanish-v1-carlfm01/audios\096fb733-9993-4dff-ae85-c9713ef17e29.wav,19,0,2.89,2.89,6.5743944636678195,6.5743944636678195,0.15210526315789474
